"plot","year","visit","scientific_name","tot_intervals","sp_intervals","activity_rate","gridref","treatment","subcompartment","basal_area","dbh_average","dis_to_edge","tree_species","dis_broadleaf","stems_7.5cm_dbh","per_broadleaf_canopy","fallen_deadwood","deadwood_snags","canopy_openess","dom_understorey","dom_field_layer","bramble","bracken","forbs","grass","bare_ground","moss","brash_cover","leaf_litter","complexity_score","complexity_category","aspect","altitude"
32,2021,"2","Nyctalus noctula",57,3,0.0526315789473684,"ST7420435514","RIS","807c",38,33.8,34.5437399,5,7,33,30,1,1,4.68,"none","Bramble","60-70%","1-10%","20-30%","10-20%","10-20%","40-50%","20-30%","60-70%",5,"Low",201.4943051,180.93644
32,2021,"2","Plecotus auritus",57,2,0.0350877192982456,"ST7420435514","RIS","807c",38,33.8,34.5437399,5,7,33,30,1,1,4.68,"none","Bramble","60-70%","1-10%","20-30%","10-20%","10-20%","40-50%","20-30%","60-70%",5,"Low",201.4943051,180.93644
32,2021,"2","Pipistrellus pipistrellus",57,9,0.157894736842105,"ST7420435514","RIS","807c",38,33.8,34.5437399,5,7,33,30,1,1,4.68,"none","Bramble","60-70%","1-10%","20-30%","10-20%","10-20%","40-50%","20-30%","60-70%",5,"Low",201.4943051,180.93644
32,2021,"2","Pipistrellus pygmaeus",57,6,0.105263157894737,"ST7420435514","RIS","807c",38,33.8,34.5437399,5,7,33,30,1,1,4.68,"none","Bramble","60-70%","1-10%","20-30%","10-20%","10-20%","40-50%","20-30%","60-70%",5,"Low",201.4943051,180.93644
34,2021,"1","Pipistrellus pygmaeus",49,3,0.0612244897959184,"ST7426435694","RIS","807c",38,32.8,39.388073,4,3,34,25,0,1,11.18,"none","Bramble","60-70%","1-10%","30-40%","20-30%","0","40-50%","50-60%","50-60%",3,"Low",170.6636759,183.3937109
34,2021,"1","Eptesicus serotinus",49,1,0.0204081632653061,"ST7426435694","RIS","807c",38,32.8,39.388073,4,3,34,25,0,1,11.18,"none","Bramble","60-70%","1-10%","30-40%","20-30%","0","40-50%","50-60%","50-60%",3,"Low",170.6636759,183.3937109
34,2021,"1","Plecotus auritus",49,3,0.0612244897959184,"ST7426435694","RIS","807c",38,32.8,39.388073,4,3,34,25,0,1,11.18,"none","Bramble","60-70%","1-10%","30-40%","20-30%","0","40-50%","50-60%","50-60%",3,"Low",170.6636759,183.3937109
34,2021,"1","Pipistrellus pipistrellus",49,3,0.0612244897959184,"ST7426435694","RIS","807c",38,32.8,39.388073,4,3,34,25,0,1,11.18,"none","Bramble","60-70%","1-10%","30-40%","20-30%","0","40-50%","50-60%","50-60%",3,"Low",170.6636759,183.3937109
34,2021,"2","Pipistrellus pipistrellus",55,2,0.0363636363636364,"ST7426435694","RIS","807c",38,32.8,39.388073,4,3,34,25,0,1,11.18,"none","Bramble","60-70%","1-10%","30-40%","20-30%","0","40-50%","50-60%","50-60%",3,"Low",170.6636759,183.3937109
34,2021,"2","Nyctalus noctula",55,4,0.0727272727272727,"ST7426435694","RIS","807c",38,32.8,39.388073,4,3,34,25,0,1,11.18,"none","Bramble","60-70%","1-10%","30-40%","20-30%","0","40-50%","50-60%","50-60%",3,"Low",170.6636759,183.3937109
34,2021,"2","Pipistrellus pygmaeus",55,1,0.0181818181818182,"ST7426435694","RIS","807c",38,32.8,39.388073,4,3,34,25,0,1,11.18,"none","Bramble","60-70%","1-10%","30-40%","20-30%","0","40-50%","50-60%","50-60%",3,"Low",170.6636759,183.3937109
4,2021,"1","Barbastella barbastellus",52,1,0.0192307692307692,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"1","Myotis mystacinus/brandtii",52,5,0.0961538461538462,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"1","Plecotus auritus",52,3,0.0576923076923077,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"1","Pipistrellus pipistrellus",52,3,0.0576923076923077,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"1","Pipistrellus pygmaeus",52,3,0.0576923076923077,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"1","Nyctalus noctula",52,2,0.0384615384615385,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"1","Eptesicus serotinus",52,1,0.0192307692307692,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"2","Myotis nattereri",57,1,0.0175438596491228,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"2","Barbastella barbastellus",57,1,0.0175438596491228,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"2","Pipistrellus pipistrellus",57,3,0.0526315789473684,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"2","Plecotus auritus",57,1,0.0175438596491228,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"2","Eptesicus serotinus",57,2,0.0350877192982456,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"2","Nyctalus noctula",57,8,0.140350877192982,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"2","Myotis mystacinus/brandtii",57,1,0.0175438596491228,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
4,2021,"2","Pipistrellus pygmaeus",57,4,0.0701754385964912,"ST7528433234","SDS","203a",30,35.4,34.38864896,4,50,6,0,24,0,12.22,"Western Hemlock","Bracken","1-10%","70-80%","1-10%","0","1-10%","50-60%","20-30%","80-90%",7,"High",174.6846697,216.2356685
42,2021,"1","Pipistrellus pygmaeus",54,3,0.0555555555555556,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"1","Myotis mystacinus/brandtii",54,4,0.0740740740740741,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"1","Pipistrellus pipistrellus",54,7,0.12962962962963,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"1","Plecotus auritus",54,4,0.0740740740740741,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"1","Myotis nattereri",54,3,0.0555555555555556,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"1","Nyctalus noctula",54,2,0.037037037037037,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"2","Nyctalus noctula",58,2,0.0344827586206897,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"2","Plecotus auritus",58,4,0.0689655172413793,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"2","Pipistrellus pygmaeus",58,4,0.0689655172413793,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"2","Myotis nattereri",58,1,0.0172413793103448,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"2","Myotis mystacinus/brandtii",58,3,0.0517241379310345,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
42,2021,"2","Pipistrellus pipistrellus",58,2,0.0344827586206897,"ST7582435034","PS","Park Hill",44,39.6,47.24161153,5,50,24,0,0,0,2.86,"Western Hemlock","Bracken","10-20%","20-30%","20-30%","1-10%","0","20-30%","30-40%","50-60%",4,"Low",173.4715013,210.7821873
5,2021,"1","Myotis mystacinus/brandtii",54,1,0.0185185185185185,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
5,2021,"1","Plecotus auritus",54,2,0.037037037037037,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
5,2021,"1","Pipistrellus pipistrellus",54,16,0.296296296296296,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
5,2021,"1","Myotis nattereri",54,5,0.0925925925925926,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
5,2021,"1","Pipistrellus pygmaeus",54,10,0.185185185185185,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
5,2021,"2","Nyctalus noctula",60,1,0.0166666666666667,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
5,2021,"2","Myotis mystacinus/brandtii",60,1,0.0166666666666667,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
5,2021,"2","Eptesicus serotinus",60,1,0.0166666666666667,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
5,2021,"2","Pipistrellus pipistrellus",60,5,0.0833333333333333,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
5,2021,"2","Myotis nattereri",60,3,0.05,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
5,2021,"2","Pipistrellus pygmaeus",60,6,0.1,"ST7516436174","RIS","805a",36,40.2,60.56066891,5,9,26,10,5,2,17.68,"none","Mosses","30-40%","1-10%","10-20%","20-30%","1-10%","60-70%","40-50%","70-80%",3,"Low",187.4471596,171.2737353
51,2021,"1","Plecotus auritus",53,2,0.0377358490566038,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"1","Myotis mystacinus/brandtii",53,2,0.0377358490566038,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"1","Nyctalus noctula",53,1,0.0188679245283019,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"1","Pipistrellus pipistrellus",53,9,0.169811320754717,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"1","Pipistrellus pygmaeus",53,32,0.60377358490566,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"1","Myotis nattereri",53,1,0.0188679245283019,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"1","Barbastella barbastellus",53,11,0.207547169811321,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"2","Myotis nattereri",55,1,0.0181818181818182,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"2","Myotis daubentonii",55,2,0.0363636363636364,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"2","Plecotus auritus",55,3,0.0545454545454545,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"2","Nyctalus noctula",55,2,0.0363636363636364,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"2","Myotis mystacinus/brandtii",55,18,0.327272727272727,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"2","Pipistrellus pipistrellus",55,34,0.618181818181818,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"2","Pipistrellus pygmaeus",55,31,0.563636363636364,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
51,2021,"2","Barbastella barbastellus",55,7,0.127272727272727,"ST7564432754","SDS","301d",32,73.4,125.2914107,7,4,12,100,35,10,4.42,"Western Hemlock","Bracken","1-10%","50-60%","10-20%","0","1-10%","1-10%","30-40%","90-100%",5,"Low",78.88502524,201.6062135
55,2021,"1","Pipistrellus pygmaeus",53,1,0.0188679245283019,"ST7597532791","SDS","302g",32,53.2,220.7000941,7,3,37,25,7,2,4.68,"Birch","Bracken","0","30-40%","20-30%","1-10%","1-10%","10-20%","40-50%","90-100%",3,"Low",173.9007687,163.4455755
55,2021,"1","Nyctalus noctula",53,3,0.0566037735849057,"ST7597532791","SDS","302g",32,53.2,220.7000941,7,3,37,25,7,2,4.68,"Birch","Bracken","0","30-40%","20-30%","1-10%","1-10%","10-20%","40-50%","90-100%",3,"Low",173.9007687,163.4455755
55,2021,"2","Pipistrellus pygmaeus",25,1,0.04,"ST7597532791","SDS","302g",32,53.2,220.7000941,7,3,37,25,7,2,4.68,"Birch","Bracken","0","30-40%","20-30%","1-10%","1-10%","10-20%","40-50%","90-100%",3,"Low",173.9007687,163.4455755
55,2021,"2","Myotis mystacinus/brandtii",25,2,0.08,"ST7597532791","SDS","302g",32,53.2,220.7000941,7,3,37,25,7,2,4.68,"Birch","Bracken","0","30-40%","20-30%","1-10%","1-10%","10-20%","40-50%","90-100%",3,"Low",173.9007687,163.4455755
55,2021,"2","Nyctalus noctula",25,3,0.12,"ST7597532791","SDS","302g",32,53.2,220.7000941,7,3,37,25,7,2,4.68,"Birch","Bracken","0","30-40%","20-30%","1-10%","1-10%","10-20%","40-50%","90-100%",3,"Low",173.9007687,163.4455755
56,2021,"1","Pipistrellus pygmaeus",53,1,0.0188679245283019,"ST7588434974","PS","Park Hill",38,37.8,15.87741711,5,10,21,5,0,1,10.66,"Western Hemlock","Bramble","40-50%","10-20%","1-10%","0","0","50-60%","40-50%","40-50%",5,"Low",180.4056693,199.0534627
56,2021,"1","Myotis nattereri",53,2,0.0377358490566038,"ST7588434974","PS","Park Hill",38,37.8,15.87741711,5,10,21,5,0,1,10.66,"Western Hemlock","Bramble","40-50%","10-20%","1-10%","0","0","50-60%","40-50%","40-50%",5,"Low",180.4056693,199.0534627
56,2021,"1","Nyctalus noctula",53,5,0.0943396226415094,"ST7588434974","PS","Park Hill",38,37.8,15.87741711,5,10,21,5,0,1,10.66,"Western Hemlock","Bramble","40-50%","10-20%","1-10%","0","0","50-60%","40-50%","40-50%",5,"Low",180.4056693,199.0534627
56,2021,"2","Myotis nattereri",46,1,0.0217391304347826,"ST7588434974","PS","Park Hill",38,37.8,15.87741711,5,10,21,5,0,1,10.66,"Western Hemlock","Bramble","40-50%","10-20%","1-10%","0","0","50-60%","40-50%","40-50%",5,"Low",180.4056693,199.0534627
56,2021,"2","Plecotus auritus",46,1,0.0217391304347826,"ST7588434974","PS","Park Hill",38,37.8,15.87741711,5,10,21,5,0,1,10.66,"Western Hemlock","Bramble","40-50%","10-20%","1-10%","0","0","50-60%","40-50%","40-50%",5,"Low",180.4056693,199.0534627
56,2021,"2","Pipistrellus pygmaeus",46,4,0.0869565217391304,"ST7588434974","PS","Park Hill",38,37.8,15.87741711,5,10,21,5,0,1,10.66,"Western Hemlock","Bramble","40-50%","10-20%","1-10%","0","0","50-60%","40-50%","40-50%",5,"Low",180.4056693,199.0534627
56,2021,"2","Pipistrellus pipistrellus",46,1,0.0217391304347826,"ST7588434974","PS","Park Hill",38,37.8,15.87741711,5,10,21,5,0,1,10.66,"Western Hemlock","Bramble","40-50%","10-20%","1-10%","0","0","50-60%","40-50%","40-50%",5,"Low",180.4056693,199.0534627
56,2021,"2","Myotis mystacinus/brandtii",46,1,0.0217391304347826,"ST7588434974","PS","Park Hill",38,37.8,15.87741711,5,10,21,5,0,1,10.66,"Western Hemlock","Bramble","40-50%","10-20%","1-10%","0","0","50-60%","40-50%","40-50%",5,"Low",180.4056693,199.0534627
56,2021,"2","Myotis daubentonii",46,2,0.0434782608695652,"ST7588434974","PS","Park Hill",38,37.8,15.87741711,5,10,21,5,0,1,10.66,"Western Hemlock","Bramble","40-50%","10-20%","1-10%","0","0","50-60%","40-50%","40-50%",5,"Low",180.4056693,199.0534627
56,2021,"2","Nyctalus noctula",46,7,0.152173913043478,"ST7588434974","PS","Park Hill",38,37.8,15.87741711,5,10,21,5,0,1,10.66,"Western Hemlock","Bramble","40-50%","10-20%","1-10%","0","0","50-60%","40-50%","40-50%",5,"Low",180.4056693,199.0534627
62,2021,"1","Myotis mystacinus/brandtii",55,2,0.0363636363636364,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
62,2021,"1","Plecotus auritus",55,5,0.0909090909090909,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
62,2021,"1","Nyctalus noctula",55,1,0.0181818181818182,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
62,2021,"1","Barbastella barbastellus",55,11,0.2,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
62,2021,"1","Pipistrellus pygmaeus",55,2,0.0363636363636364,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
62,2021,"1","Pipistrellus pipistrellus",55,5,0.0909090909090909,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
62,2021,"2","Plecotus auritus",56,2,0.0357142857142857,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
62,2021,"2","Pipistrellus pygmaeus",56,4,0.0714285714285714,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
62,2021,"2","Pipistrellus pipistrellus",56,2,0.0357142857142857,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
62,2021,"2","Eptesicus serotinus",56,2,0.0357142857142857,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
62,2021,"2","Barbastella barbastellus",56,2,0.0357142857142857,"ST7552432694","SDS","301f",26,57.8,58.86333937,4,40,9,0,2,0,16.64,"Western Hemlock","Bracken","0","10-20%","0","0","1-10%","1-10%","80-90%","90-100%",6,"High",154.3749118,229.6153961
66,2021,"1","Nyctalus noctula",52,2,0.0384615384615385,"ST7600434914","PS","Park Hill",42,45.4,42.40606466,3,50,19,0,6,1,16.38,"none","No field layer","1-10%","0","1-10%","0","1-10%","1-10%","90-100%","90-100%",3,"Low",186.1237042,205.2454825
66,2021,"1","Myotis nattereri",52,1,0.0192307692307692,"ST7600434914","PS","Park Hill",42,45.4,42.40606466,3,50,19,0,6,1,16.38,"none","No field layer","1-10%","0","1-10%","0","1-10%","1-10%","90-100%","90-100%",3,"Low",186.1237042,205.2454825
66,2021,"1","Pipistrellus pygmaeus",52,12,0.230769230769231,"ST7600434914","PS","Park Hill",42,45.4,42.40606466,3,50,19,0,6,1,16.38,"none","No field layer","1-10%","0","1-10%","0","1-10%","1-10%","90-100%","90-100%",3,"Low",186.1237042,205.2454825
66,2021,"1","Plecotus auritus",52,3,0.0576923076923077,"ST7600434914","PS","Park Hill",42,45.4,42.40606466,3,50,19,0,6,1,16.38,"none","No field layer","1-10%","0","1-10%","0","1-10%","1-10%","90-100%","90-100%",3,"Low",186.1237042,205.2454825
66,2021,"1","Barbastella barbastellus",52,5,0.0961538461538462,"ST7600434914","PS","Park Hill",42,45.4,42.40606466,3,50,19,0,6,1,16.38,"none","No field layer","1-10%","0","1-10%","0","1-10%","1-10%","90-100%","90-100%",3,"Low",186.1237042,205.2454825
66,2021,"2","Pipistrellus pygmaeus",30,3,0.1,"ST7600434914","PS","Park Hill",42,45.4,42.40606466,3,50,19,0,6,1,16.38,"none","No field layer","1-10%","0","1-10%","0","1-10%","1-10%","90-100%","90-100%",3,"Low",186.1237042,205.2454825
66,2021,"2","Myotis nattereri",30,2,0.0666666666666667,"ST7600434914","PS","Park Hill",42,45.4,42.40606466,3,50,19,0,6,1,16.38,"none","No field layer","1-10%","0","1-10%","0","1-10%","1-10%","90-100%","90-100%",3,"Low",186.1237042,205.2454825
