"site","scale","area.Arable and horticulture","area.Broadleaf woodland","area.Coniferous woodland","area.Improved grassland"
"ST7532436239",3000,0.171046141724557,0.104724964560829,0.186377653833977,0.519919798929447
"ST7536336131",3000,0.169482389289631,0.106349437198105,0.186688890240701,0.519429171394461
"ST7491135929",3000,0.135043654223132,0.1074069933406,0.182795404760911,0.561223641901041
"ST7496835930",3000,0.138346491262066,0.108498583362712,0.183002233271646,0.556582022270633
"ST7533436050",3000,0.164986499532291,0.108486082212705,0.186040646774793,0.523340705675642
"ST7527336046",3000,0.160403171414167,0.107754631615575,0.18577510994684,0.529760204965025
"ST7576432634",3000,0.154435037126439,0.139374423738333,0.151431967919753,0.517895287209071
"ST7504433474",3000,0.126526794463819,0.138042250082945,0.185728845797603,0.532737510578696
"ST7504433714",3000,0.131887555076821,0.136143798638454,0.188905236027982,0.526097188234262
"ST7498433894",3000,0.128074529194198,0.135538672397158,0.189447381607332,0.531425595754238
"ST7492433834",3000,0.124583155689144,0.135712003665484,0.189279929181236,0.534956471049165
"ST7504436114",3000,0.149663205614646,0.103559598139199,0.184660789411742,0.549266925670969
"ST7516436114",3000,0.155652165972367,0.104914182494462,0.185642276113406,0.539241044433586
"ST7486436294",3000,0.145348070188761,0.0950896128627211,0.181962469988197,0.563110370841928
"ST7492436294",3000,0.14867135547289,0.0966508077590941,0.182696060050955,0.557693425975501
"ST7516433354",3000,0.134874979339331,0.138621471643243,0.183042692999516,0.525699196894741
"ST7498436294",3000,0.151598188051265,0.098070320442743,0.183317317074935,0.553023706924046
"ST7480436234",3000,0.140732621033717,0.0951030001952936,0.181311830060513,0.56911089424152
"ST7534433354",3000,0.153367393917114,0.139497774862501,0.183007948287296,0.504873584831138
"ST7486436234",3000,0.144714814520382,0.0965363443072904,0.182261287442429,0.562744337050999
"ST7522436234",3000,0.163547308739559,0.103896459729238,0.18601699334299,0.530283126941311
"ST7492436174",3000,0.146051791105838,0.0992388043033977,0.183235584675781,0.558397300262578
"ST7528433474",3000,0.14904457329131,0.139459533693468,0.186361042218115,0.506787995946088
"ST7534433474",3000,0.155505687670843,0.139724778226809,0.186391743606087,0.499782490104325
"ST7546433474",3000,0.167959400578635,0.140529073072164,0.186347308784669,0.485755880115649
"ST7540433534",3000,0.161984487475045,0.139702432248039,0.187321228424221,0.492392868206685
"ST7522433594",3000,0.144691469990866,0.138191523869828,0.187906476899374,0.511381764813446
"ST7516433774",3000,0.140709433939427,0.136171163843925,0.18944013402639,0.516421765373568
