"site","scale","area.Arable and horticulture","area.Broadleaf woodland","area.Coniferous woodland","area.Improved grassland"
"ST7588432274",3000,0.138168343754192,0.130048922929486,0.143461802335134,0.550273874764912
"ST7522433714",3000,0.145335047936396,0.136973296917576,0.189234831310377,0.51078989192729
"ST7576432394",3000,0.135708318914947,0.135043964626851,0.148882637786849,0.542011604101372
"ST7636434494",3000,0.277222276169042,0.126423214166735,0.184479125377624,0.392763447821798
"ST7636434434",3000,0.274555337760137,0.128038287254166,0.182483345139813,0.395587439375643
"ST7642434434",3000,0.284498395357245,0.126581359767238,0.18141412136149,0.388111688817847
"ST7642434374",3000,0.281670671903109,0.128130258201603,0.179940358530185,0.390474429098382
"ST7570432454",3000,0.134700737771278,0.137198339699726,0.149709611874765,0.54020225737977
"ST7648434374",3000,0.291834039496962,0.127193788125629,0.178867851784543,0.381909124227006
"ST7648434314",3000,0.288745479834013,0.128687972190765,0.178116595108715,0.383443530047919
"ST7564434734",3000,0.195916878169778,0.126572413205254,0.199396226750499,0.461206377132987
"ST7612434674",3000,0.246966005045029,0.12432440962474,0.194993631492696,0.41611707583834
"ST7618434674",3000,0.255248668480436,0.123175293453047,0.194526022020369,0.409257408539243
"ST7618434614",3000,0.252966048905032,0.125175485297323,0.191731965117818,0.412095357581016
"ST7516434554",3000,0.141324136178825,0.129926886464794,0.194143850597566,0.519090524425246
"ST7522434554",3000,0.147045573449895,0.130044416511842,0.194348498335016,0.512879134103644
"ST7624434554",3000,0.260054765989981,0.126442642115558,0.188610145723868,0.406331995837485
"ST7630434494",3000,0.267598296397257,0.127641402345271,0.185457004498416,0.400412182634995
"ST7618432634",3000,0.197532816370388,0.133364623026313,0.148703216172898,0.483853033481554
"ST7496634827",3000,0.123260457985566,0.126012359395738,0.199161913665434,0.536260596037578
"ST7546434794",3000,0.176049425515611,0.12583027296569,0.201580806553239,0.480609790293525
"ST7558434794",3000,0.18983564563747,0.125469978125449,0.201339094032798,0.466965593102264
"ST7564432574",3000,0.136931226285154,0.138243223317383,0.151201192276586,0.537057962028791
"ST7606434794",3000,0.241841670761256,0.12175162748533,0.200108284808916,0.419290617863066
"ST7576432574",3000,0.149431451216908,0.13912893595989,0.150680428741376,0.523422308634985
"ST7498434734",3000,0.125874978968124,0.126128574178607,0.19761858428734,0.535684677953933
"ST7504434734",3000,0.129888618528564,0.126252455902604,0.198354191005869,0.530744366720408
"ST7552434734",3000,0.184063901861322,0.127035989151496,0.199839531215416,0.472616719790769
"ST7558434734",3000,0.190231416031668,0.126741528849246,0.199627429263449,0.466750192364715
"ST7534434914",3000,0.159195851923984,0.124413165947476,0.203129761797957,0.496689090472023
"ST7618432694",3000,0.203448130232492,0.134654616632974,0.149427508568926,0.476124916697137
"ST7540434914",3000,0.166897907141967,0.123559006963873,0.203605931446912,0.489450028268635
"ST7600434914",3000,0.237742774483871,0.119222100890211,0.201757596478466,0.424269729066019
"ST7492434854",3000,0.120256526603322,0.126398706811013,0.198982326669181,0.539104057327426
"ST7522434854",3000,0.14495045234902,0.125681603200497,0.201829694604383,0.511304383619681
"ST7540434854",3000,0.167604812194883,0.124686463797093,0.202771905931886,0.488884997434126
"ST7552432694",3000,0.132380564475554,0.138955203151608,0.153333380341299,0.540563327045214
"ST7546434854",3000,0.175197391381832,0.124428023849235,0.202845091866089,0.481601840708365
"ST7606434854",3000,0.243775375743059,0.120207541635852,0.200848141029016,0.41816114251064
"ST7504434974",3000,0.127837786956259,0.126344561328758,0.200648718760078,0.529526151744652
"ST7522434974",3000,0.144322526386254,0.124672541800496,0.202519115078301,0.51217187786478
"ST7528434974",3000,0.151044957446856,0.124152800343496,0.203027776977718,0.50519788516012
"ST7588434974",3000,0.2225455835293,0.117641614050122,0.203562126927917,0.439771930842528
"ST7597532791",3000,0.191485302653438,0.139113712988252,0.152223675750871,0.481372027719813
"ST7594432694",3000,0.179105837790444,0.139421995065485,0.151251000918106,0.493756241604359
"ST7594434974",3000,0.23080850262816,0.11740933595615,0.202873614354501,0.432214766880329
"ST7489834968",3000,0.117585086511217,0.126109912664021,0.198810768496979,0.542028826071387
"ST7510434914",3000,0.132975950769853,0.126099853593013,0.200985820295,0.524130477255427
"ST7564432754",3000,0.151811432131482,0.139065054522693,0.153566563682172,0.520719335039929
"ST7516434914",3000,0.138543326270582,0.125570695919666,0.201510826687517,0.51822689983095
"ST7570432754",3000,0.158429834325062,0.138976972172522,0.153278465132153,0.514095653678699
"ST7570435094",3000,0.198465174160532,0.118207326892212,0.203359823647929,0.462932412676521
"ST7576435094",3000,0.205848843951341,0.117526139007208,0.203248660857407,0.456448858131267
"ST7581632758",3000,0.170299756515162,0.139378610826906,0.152767901062148,0.502189892982901
"ST7582432754",3000,0.170774707489149,0.139418030880696,0.152674551677232,0.501688546503092
"ST7498435034",3000,0.122986024739373,0.125719964998514,0.199697010573524,0.535748973606826
"ST7522435034",3000,0.14377293140506,0.124424054258112,0.202246824181513,0.513333920845052
"ST7576435034",3000,0.206513295955446,0.117774934855781,0.204180116521116,0.454999003995427
"ST7582435034",3000,0.214181175678238,0.117046917787339,0.20384513969343,0.448607388199164
"ST7588435034",3000,0.222304192959894,0.116504281076993,0.203428096455736,0.441502869504941
"ST7607132839",3000,0.207422541943277,0.138828253386122,0.152172272110722,0.465724259518234
"ST7612432874",3000,0.215981928843448,0.138396322095283,0.152224600112051,0.457426292433673
"ST7486435025",3000,0.115735834531642,0.125005699927053,0.198092131829857,0.545652633664278
"ST7426435814",3000,0.118129427766735,0.0928458705913393,0.174732667513612,0.603582949027652
"ST7420435754",3000,0.116674121860959,0.0937518707889662,0.173728804083514,0.605953185101223
"ST7426435754",3000,0.118016588871577,0.095490266297024,0.174836343042947,0.601375716563568
"ST7576432814",3000,0.169623555277686,0.139480892234051,0.153729268836534,0.502517227600697
"ST7426435694",3000,0.117739569783898,0.0988785504570904,0.17418087791677,0.599123639030403
"ST7420435574",3000,0.114927825461172,0.101289674834216,0.173421619526743,0.600733501492443
"ST7420435514",3000,0.114196499314698,0.102559687470069,0.174070775277935,0.59955387206554
"ST7546432934",3000,0.147071940122781,0.140340820971365,0.159753611701411,0.524995618854056
"ST7558435094",3000,0.184398469196384,0.119694402594557,0.203364325359442,0.475466735366615
"ST7564435094",3000,0.19140167718461,0.118948566144109,0.203385702131518,0.469188574143693
"ST7474435994",3000,0.129432674639583,0.100111025318152,0.181536917109404,0.576276608901286
"ST7480435994",3000,0.132414668102633,0.102344644480384,0.182010363480598,0.570290283566918
"ST7486435994",3000,0.135515499977993,0.104349742642663,0.182432531274135,0.564904222318621
"ST7570432874",3000,0.168498085747197,0.140264375575549,0.154892565494292,0.502576758832643
"ST7492435994",3000,0.138682570039003,0.105893796190829,0.182758705982813,0.559683483597334
"ST7576432874",3000,0.174168307997047,0.140272203186592,0.154474418085406,0.49695583626639
"ST7498435994",3000,0.141847213033642,0.106833720846677,0.183227632795311,0.555023577252956
"ST7582432874",3000,0.179738006852571,0.140388022382545,0.154194199415855,0.49121751876409
"ST7504435994",3000,0.14515388970432,0.107552548985464,0.183704933337639,0.550518173341046
"ST7570433114",3000,0.183251273565566,0.141190556208604,0.165689078502497,0.480882379745174
"ST7468435934",3000,0.125437668202355,0.0999353324324816,0.181294445916797,0.581133176487929
"ST7474435934",3000,0.127328634182032,0.102210702462361,0.181854371955118,0.575919414112754
"ST7522436114",3000,0.159007392749657,0.105366932332968,0.185994739264637,0.533938525247498
"ST7480436054",3000,0.134959599778069,0.100071825539538,0.18174355136982,0.570312988519426
"ST7486436054",3000,0.138300198371856,0.102003530612628,0.182295981308739,0.564766847811729
"ST7492436054",3000,0.141548718705855,0.103577456207173,0.182935827188469,0.559343991558928
"ST7576533004",3000,0.18302543741599,0.141167516326038,0.158847712436134,0.484802253159461
"ST7576432994",3000,0.182357593102993,0.141121552967609,0.158445223761056,0.485756648029289
"ST7498436054",3000,0.144323903207394,0.104772225510341,0.183574088346927,0.554695408038255
"ST7504436054",3000,0.147433803233175,0.105566318238882,0.184190879293476,0.550004627925447
"ST7516436054",3000,0.153729070523362,0.106426773656892,0.185222582789854,0.540287597119857
"ST7468435994",3000,0.127014153062383,0.0979950730324073,0.180899818072782,0.581916356494775
"ST7522433294",3000,0.139819240024617,0.138775628843745,0.180389784472317,0.522713397047901
"ST7498436174",3000,0.148778207287743,0.100664882923118,0.184116839671528,0.553552794119188
"ST7516436174",3000,0.157565850131772,0.10385295002767,0.185876831790176,0.537891916650535
"ST7528433234",3000,0.143893073794619,0.139399628136916,0.177090825591117,0.5202256470164
"ST7486436114",3000,0.140728855679649,0.0996421306298753,0.182373760983199,0.564565435399024
"ST7492436114",3000,0.144078971359316,0.101254372966888,0.183207824206767,0.558834791056288
"ST7498436114",3000,0.146781330760774,0.102557829143574,0.183984088710463,0.55409298334992
