plot,grid_ref,filename,species,probability,actual_date,session_date,day,month,year,time,scientific_name,english_name,group,guild,warnings,classifier_code,manual_check
15,ST7480736061,ST7480736061__0__20210813_231022_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:10:22,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231030_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:10:30,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231052_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:10:52,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231058_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:10:58,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231104_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:11:04,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231107_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:11:07,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231113_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:11:13,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231142_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:11:42,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231148_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:11:48,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231311_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:13:11,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231318_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:13:18,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231341_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:13:41,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231347_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:13:47,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231353_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:13:53,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231449_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:14:49,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231455_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:14:55,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231501_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:15:01,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231508_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:15:08,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231518_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:15:18,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231540_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:15:40,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231546_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:15:46,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231553_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:15:53,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231615_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:16:15,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231621_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:16:21,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231627_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:16:27,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231659_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:16:59,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231706_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:17:06,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231712_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:17:12,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231732_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:17:32,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231738_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:17:38,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231744_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:17:44,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231751_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:17:51,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231813_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:18:13,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231819_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:18:19,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231835_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:18:35,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231842_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:18:42,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231849_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:18:49,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231855_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:18:55,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231936_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:19:36,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231946_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:19:46,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_231953_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:19:53,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232034_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:20:34,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232042_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:20:42,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232048_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:20:48,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232109_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:21:09,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232115_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:21:15,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232121_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:21:21,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232127_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:21:27,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232200_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:22:00,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232220_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:22:20,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232224_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:22:24,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232230_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:22:30,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232236_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:22:36,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232255_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:22:55,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232318_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:23:18,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232324_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:23:24,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232442_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:24:42,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232449_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:24:49,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232455_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:24:55,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232501_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:25:01,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232518_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:25:18,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232527_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:25:27,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232549_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:25:49,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232556_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:25:56,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232602_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:26:02,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232632_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:26:32,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232638_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:26:38,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232657_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:26:57,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232703_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:27:03,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232728_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:27:28,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232734_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:27:34,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232751_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:27:51,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232758_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:27:58,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232819_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:28:19,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232828_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:28:28,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232834_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:28:34,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232851_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:28:51,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232922_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:29:22,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232928_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:29:28,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232934_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:29:34,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_232953_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:29:53,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233000_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:30:00,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233022_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:30:22,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233031_Pippip.wav,Pippip,0.97,13/08/2021,13/08/2021,13,8,2021,23:30:31,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233038_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:30:38,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233044_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:30:44,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233050_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:30:50,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233113_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:31:13,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233120_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:31:20,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233140_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:31:40,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233147_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:31:47,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233153_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:31:53,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233159_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:31:59,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
15,ST7480736061,ST7480736061__0__20210813_233222_Pippip.wav,Pippip,0.98,13/08/2021,13/08/2021,13,8,2021,23:32:22,Pipistrellus pipistrellus,Common pipistrelle,bat,MRE,,D:/Bat_classifier/Classifier_files/ClassifEspGBR-WST2021-08-06_1.learner,Pippip
